,bed_type,calendar_last_scraped,cancellation_policy,city,country,country_code,experiences_offered,has_availability,host_acceptance_rate,host_has_profile_pic,host_identity_verified,host_is_superhost,host_response_time,instant_bookable,is_location_exact,jurisdiction_names,last_scraped,market,neighbourhood_group_cleansed,property_type,require_guest_phone_verification,require_guest_profile_picture,requires_license,room_type,smart_location,state,id,scrape_id,host_id,host_listings_count,host_total_listings_count,latitude,longitude,accommodates,bathrooms,bedrooms,beds,guests_included,minimum_nights,maximum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,reviews_per_month,price,weekly_price,security_deposit,cleaning_fee,extra_people
55,Real Bed,2016-01-04,moderate,Seattle,United States,US,none,t,100%,t,t,f,within an hour,f,t,WASHINGTON,2016-01-04,Seattle,Queen Anne,Apartment,f,f,f,Entire home/apt,"Seattle, WA",WA,6361863,20160104002432,25150356,1.0,1.0,47.637517345449275,-122.36081167446434,2,1.0,1.0,1.0,2,2,1125,15,39,69,331,44,94.0,10.0,10.0,10.0,10.0,10.0,9.0,1,5.64,145.0,567.5573663624511,100.0,30.0,10.0
56,Futon,2016-01-04,flexible,Seattle,United States,US,none,t,100%,t,t,f,within a day,f,t,WASHINGTON,2016-01-04,Seattle,Queen Anne,Townhouse,f,f,f,Private room,"Seattle, WA",WA,8105221,20160104002432,15155647,1.0,1.0,47.636874178021394,-122.37227171191186,2,1.0,1.0,1.0,1,1,1125,30,60,90,364,10,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,2.5,80.0,567.5573663624511,254.48483177054607,61.71090387374462,0.0
57,Real Bed,2016-01-04,moderate,Seattle,United States,US,none,t,100%,t,t,t,within an hour,t,t,WASHINGTON,2016-01-04,Seattle,Queen Anne,House,f,f,f,Entire home/apt,"Seattle, WA",WA,3269390,20160104002432,12171359,3.0,3.0,47.632562742655686,-122.36722284674143,2,1.0,0.0,1.0,1,3,1125,18,32,50,321,77,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1,4.12,95.0,567.5573663624511,200.0,60.0,0.0
59,Real Bed,2016-01-04,moderate,Seattle,United States,US,none,t,100%,t,t,f,within a day,f,t,WASHINGTON,2016-01-04,Seattle,Queen Anne,House,f,f,f,Private room,"Seattle, WA",WA,9282409,20160104002432,560743,1.0,1.0,47.63263390932941,-122.36931844777416,2,2.0,1.0,1.0,1,2,1125,0,0,0,247,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,1.3,85.0,450.0,254.48483177054607,61.71090387374462,0.0
61,Real Bed,2016-01-04,strict,Seattle,United States,US,none,t,100%,t,t,t,within an hour,f,t,WASHINGTON,2016-01-04,Seattle,Queen Anne,Apartment,t,t,f,Entire home/apt,"Seattle, WA",WA,2746782,20160104002432,4016632,5.0,5.0,47.64105215050513,-122.37508173306395,2,1.0,0.0,1.0,1,2,14,18,45,45,103,109,97.0,10.0,10.0,10.0,10.0,9.0,10.0,5,5.24,90.0,540.0,150.0,25.0,0.0
62,Real Bed,2016-01-04,flexible,Seattle,United States,US,none,t,100%,t,f,f,within a few hours,f,t,WASHINGTON,2016-01-04,Seattle,Queen Anne,House,f,f,f,Private room,"Seattle, WA",WA,6424982,20160104002432,33524725,1.0,1.0,47.63140094589966,-122.3676901333062,2,1.0,1.0,1.0,2,1,6,29,59,89,345,52,92.0,9.0,9.0,10.0,10.0,10.0,9.0,1,7.06,80.0,567.5573663624511,254.48483177054607,61.71090387374462,15.0
63,Real Bed,2016-01-04,strict,Seattle,United States,US,none,t,100%,t,t,t,within an hour,f,t,WASHINGTON,2016-01-04,Seattle,Queen Anne,Camper/RV,t,t,f,Private room,"Seattle, WA",WA,762029,20160104002432,4016632,5.0,5.0,47.64152492560981,-122.3761503724508,2,1.0,1.0,2.0,2,2,7,19,44,44,102,191,97.0,10.0,10.0,10.0,10.0,9.0,10.0,5,4.96,60.0,360.0,150.0,25.0,0.0
64,Real Bed,2016-01-04,moderate,Seattle,United States,US,none,t,100%,t,f,f,within an hour,f,t,WASHINGTON,2016-01-04,Seattle,Queen Anne,House,f,f,f,Entire home/apt,"Seattle, WA",WA,8988281,20160104002432,46954097,1.0,1.0,47.635310702971786,-122.36350557505072,4,1.0,2.0,2.0,4,1,15,30,48,48,48,0,94.53926206244087,9.63639240506329,9.556398104265403,9.786708860759493,9.809598989580044,9.608915586468543,9.452245414294751,1,2.078918834221248,175.0,567.5573663624511,250.0,78.0,50.0
65,Real Bed,2016-01-04,strict,Seattle,United States,US,none,t,100%,t,t,f,within an hour,f,f,WASHINGTON,2016-01-04,Seattle,Ballard,House,f,f,f,Entire home/apt,"Seattle, WA",WA,7077910,20160104002432,2843411,1.0,1.0,47.669327174719676,-122.39259356469371,6,2.5,3.0,4.0,6,4,1125,23,25,25,27,9,91.0,9.0,9.0,10.0,10.0,10.0,9.0,1,1.82,170.0,567.5573663624511,250.0,100.0,100.0
66,Real Bed,2016-01-04,moderate,Seattle,United States,US,none,t,100%,t,t,f,within an hour,t,t,WASHINGTON,2016-01-04,Seattle,Ballard,Apartment,f,f,f,Entire home/apt,"Seattle, WA",WA,3772674,20160104002432,18232665,1.0,1.0,47.674074155575425,-122.39386405032921,2,1.0,1.0,1.0,2,3,1125,20,45,75,347,65,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1,3.94,85.0,650.0,254.48483177054607,50.0,20.0
67,Real Bed,2016-01-04,strict,Seattle,United States,US,none,t,100%,t,t,t,within a few hours,f,t,WASHINGTON,2016-01-04,Seattle,Ballard,House,f,f,f,Entire home/apt,"Seattle, WA",WA,7021906,20160104002432,28770702,4.0,4.0,47.673628072627935,-122.38930195133072,12,3.5,5.0,7.0,1,3,1125,3,26,46,175,5,96.0,10.0,10.0,10.0,10.0,10.0,9.0,1,1.38,465.0,567.5573663624511,254.48483177054607,250.0,0.0
68,Real Bed,2016-01-04,flexible,Seattle,United States,US,none,t,100%,t,t,f,within a few hours,f,t,WASHINGTON,2016-01-04,Seattle,Ballard,Apartment,f,f,f,Entire home/apt,"Seattle, WA",WA,7618605,20160104002432,5326074,1.0,1.0,47.6684599605579,-122.37951599522181,2,1.0,1.0,1.0,1,1,1125,0,0,0,94,5,96.0,10.0,10.0,10.0,10.0,10.0,9.0,1,1.01,175.0,567.5573663624511,250.0,50.0,0.0
71,Pull-out Sofa,2016-01-04,flexible,Seattle,United States,US,none,t,100%,t,t,f,within a few hours,f,t,WASHINGTON,2016-01-04,Seattle,Ballard,House,f,f,f,Private room,"Seattle, WA",WA,7680439,20160104002432,1612983,1.0,1.0,47.673175384097654,-122.38225959936204,2,1.0,1.0,1.0,1,1,1125,25,55,85,360,16,93.0,9.0,10.0,10.0,10.0,10.0,10.0,1,3.29,59.0,351.0,254.48483177054607,12.0,0.0
72,Real Bed,2016-01-04,strict,Seattle,United States,US,none,t,100%,t,t,f,within an hour,f,t,WASHINGTON,2016-01-04,Seattle,Ballard,Apartment,t,f,f,Private room,"Seattle, WA",WA,4258515,20160104002432,841009,1.0,1.0,47.667933001366045,-122.3786524676208,4,1.0,1.0,4.0,2,1,1125,30,60,89,89,23,77.0,8.0,8.0,9.0,9.0,9.0,8.0,1,3.07,47.0,567.5573663624511,200.0,15.0,10.0
73,Real Bed,2016-01-04,moderate,Seattle,United States,US,none,t,100%,t,t,f,within a day,f,t,WASHINGTON,2016-01-04,Seattle,Ballard,House,t,t,f,Entire home/apt,"Seattle, WA",WA,1148517,20160104002432,6296335,1.0,1.0,47.67296864487422,-122.39733818247204,4,1.0,2.0,2.0,4,2,14,29,59,88,88,45,97.0,9.0,9.0,10.0,10.0,10.0,9.0,1,1.44,145.0,567.5573663624511,100.0,45.0,30.0
74,Futon,2016-01-04,flexible,Seattle,United States,US,none,t,100%,t,t,f,within a few hours,f,t,WASHINGTON,2016-01-04,Seattle,Ballard,House,f,f,f,Private room,"Seattle, WA",WA,2487892,20160104002432,1343908,1.0,1.0,47.66862741947888,-122.38949592536791,2,1.0,1.0,1.0,1,1,1125,10,38,68,343,75,94.0,10.0,9.0,10.0,10.0,10.0,10.0,1,3.46,70.0,567.5573663624511,254.48483177054607,61.71090387374462,0.0
75,Real Bed,2016-01-04,moderate,Seattle,United States,US,none,t,100%,t,t,f,within an hour,f,t,WASHINGTON,2016-01-04,Seattle,Ballard,House,f,f,f,Private room,"Seattle, WA",WA,3038772,20160104002432,15473800,1.0,1.0,47.67011138347178,-122.39386928567663,2,1.0,1.0,1.0,1,2,1125,15,43,73,348,86,94.0,9.0,10.0,10.0,10.0,10.0,10.0,1,4.43,55.0,567.5573663624511,100.0,25.0,10.0
76,Real Bed,2016-01-04,moderate,Seattle,United States,US,none,t,100%,t,t,t,within an hour,f,t,WASHINGTON,2016-01-04,Seattle,Ballard,House,f,f,f,Private room,"Seattle, WA",WA,699460,20160104002432,3587674,1.0,1.0,47.671690500882136,-122.38523906517405,4,1.0,1.0,2.0,2,2,90,7,22,52,327,151,97.0,10.0,10.0,10.0,10.0,10.0,10.0,1,3.85,95.0,567.5573663624511,254.48483177054607,30.0,35.0
77,Real Bed,2016-01-04,flexible,Seattle,United States,US,none,t,100%,t,t,f,within an hour,t,t,WASHINGTON,2016-01-04,Seattle,Ballard,House,f,f,f,Private room,"Seattle, WA",WA,4085439,20160104002432,21066328,1.0,1.0,47.670836178320855,-122.39253711071063,2,1.0,1.0,1.0,1,1,1125,26,49,79,345,6,92.0,10.0,10.0,10.0,10.0,10.0,8.0,1,0.38,125.0,567.5573663624511,254.48483177054607,61.71090387374462,0.0
78,Real Bed,2016-01-04,moderate,Seattle,United States,US,none,t,100%,t,t,f,within an hour,f,t,WASHINGTON,2016-01-04,Seattle,Ballard,House,f,f,f,Private room,"Seattle, WA",WA,8053990,20160104002432,23228606,3.0,3.0,47.670886774459845,-122.39302934993714,2,1.0,1.0,1.0,1,1,26,21,49,79,354,16,94.0,10.0,10.0,10.0,10.0,10.0,10.0,3,3.75,65.0,567.5573663624511,254.48483177054607,45.0,0.0
79,Pull-out Sofa,2016-01-04,flexible,Seattle,United States,US,none,t,100%,t,t,f,within an hour,f,t,WASHINGTON,2016-01-04,Seattle,Ballard,House,f,f,f,Private room,"Seattle, WA",WA,7011773,20160104002432,23228606,3.0,3.0,47.67011497066786,-122.39299444305759,1,1.0,1.0,1.0,1,1,1125,0,0,0,55,0,94.53926206244087,9.63639240506329,9.556398104265403,9.786708860759493,9.809598989580044,9.608915586468543,9.452245414294751,3,2.078918834221248,25.0,567.5573663624511,254.48483177054607,61.71090387374462,0.0
80,Real Bed,2016-01-04,strict,Seattle,United States,US,none,t,100%,t,t,f,within an hour,f,t,WASHINGTON,2016-01-04,Seattle,Ballard,House,f,f,f,Entire home/apt,"Seattle, WA",WA,2467550,20160104002432,811494,1.0,1.0,47.67430793211146,-122.37674229798985,4,1.0,0.0,2.0,2,5,1125,0,0,0,48,0,94.53926206244087,9.63639240506329,9.556398104265403,9.786708860759493,9.809598989580044,9.608915586468543,9.452245414294751,1,2.078918834221248,40.0,250.0,500.0,50.0,10.0
81,Real Bed,2016-01-04,moderate,Seattle,United States,US,none,t,100%,t,t,f,within an hour,t,t,WASHINGTON,2016-01-04,Seattle,Ballard,House,f,f,f,Entire home/apt,"Seattle, WA",WA,2686374,20160104002432,2231298,4.0,4.0,47.67125039125342,-122.38263911755712,6,1.0,3.0,4.0,4,1,1125,27,49,79,354,165,95.0,9.0,10.0,10.0,10.0,10.0,9.0,2,7.84,149.0,567.5573663624511,254.48483177054607,61.71090387374462,20.0
82,Real Bed,2016-01-04,strict,Seattle,United States,US,none,t,100%,t,t,t,within an hour,f,t,WASHINGTON,2016-01-04,Seattle,Ballard,Apartment,f,f,f,Entire home/apt,"Seattle, WA",WA,1956274,20160104002432,7466082,1.0,1.0,47.66869205752911,-122.39608935555252,2,1.5,1.0,1.0,0,3,1125,27,49,79,354,48,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,2.11,125.0,900.0,250.0,75.0,0.0
83,Real Bed,2016-01-04,flexible,Seattle,United States,US,none,t,100%,t,t,f,within a day,f,t,WASHINGTON,2016-01-04,Seattle,Ballard,House,f,f,f,Private room,"Seattle, WA",WA,8537192,20160104002432,43954674,3.0,3.0,47.67180552427677,-122.38804711763315,2,0.5,1.0,1.0,1,1,1125,0,0,0,247,0,94.53926206244087,9.63639240506329,9.556398104265403,9.786708860759493,9.809598989580044,9.608915586468543,9.452245414294751,2,2.078918834221248,55.0,567.5573663624511,254.48483177054607,61.71090387374462,0.0
86,Real Bed,2016-01-04,moderate,Seattle,United States,US,none,t,100%,t,f,t,within a few hours,f,t,WASHINGTON,2016-01-04,Seattle,Ballard,Apartment,f,f,f,Entire home/apt,"Seattle, WA",WA,3294243,20160104002432,4970133,1.0,1.0,47.67268172430127,-122.38773072437924,4,2.0,2.0,2.0,1,2,1125,0,3,33,258,27,93.0,10.0,10.0,10.0,10.0,10.0,9.0,1,1.48,150.0,950.0,254.48483177054607,61.71090387374462,0.0
89,Real Bed,2016-01-04,strict,Seattle,United States,US,none,t,100%,t,t,f,within a day,f,t,WASHINGTON,2016-01-04,Seattle,Ballard,Apartment,f,f,f,Entire home/apt,"Seattle, WA",WA,1266459,20160104002432,2317654,1.0,1.0,47.66797916893154,-122.38210544982788,2,1.5,1.0,1.0,2,2,1125,4,30,60,335,9,98.0,10.0,10.0,10.0,10.0,9.0,9.0,1,0.3,150.0,567.5573663624511,254.48483177054607,60.0,50.0
90,Real Bed,2016-01-04,flexible,Seattle,United States,US,none,t,100%,t,t,f,within a day,f,t,WASHINGTON,2016-01-04,Seattle,Ballard,Bungalow,f,f,f,Entire home/apt,"Seattle, WA",WA,9098059,20160104002432,43954674,3.0,3.0,47.67324984968531,-122.38733165189251,4,1.0,1.0,3.0,1,2,1125,17,17,17,17,0,94.53926206244087,9.63639240506329,9.556398104265403,9.786708860759493,9.809598989580044,9.608915586468543,9.452245414294751,2,2.078918834221248,105.0,567.5573663624511,254.48483177054607,61.71090387374462,0.0
91,Real Bed,2016-01-04,strict,Seattle,United States,US,none,t,100%,t,t,f,within a day,f,t,WASHINGTON,2016-01-04,Seattle,Ballard,House,f,f,f,Entire home/apt,"Seattle, WA",WA,408526,20160104002432,2034501,2.0,2.0,47.67553326838632,-122.376324014078,7,4.0,3.0,3.0,4,14,60,30,60,90,365,0,94.53926206244087,9.63639240506329,9.556398104265403,9.786708860759493,9.809598989580044,9.608915586468543,9.452245414294751,1,2.078918834221248,218.0,567.5573663624511,750.0,300.0,15.0
92,Real Bed,2016-01-04,moderate,Seattle,United States,US,none,t,100%,t,t,f,within a few hours,f,t,WASHINGTON,2016-01-04,Seattle,Ballard,House,f,f,f,Entire home/apt,"Seattle, WA",WA,4118282,20160104002432,19071753,1.0,1.0,47.67570811427606,-122.38755942597574,5,1.5,2.0,2.0,1,1,7,13,13,13,80,88,95.0,10.0,10.0,10.0,10.0,9.0,9.0,1,6.07,80.0,567.5573663624511,200.0,75.0,0.0
93,Real Bed,2016-01-04,moderate,Seattle,United States,US,none,t,100%,t,f,f,within an hour,f,t,WASHINGTON,2016-01-04,Seattle,Ballard,Apartment,f,f,f,Entire home/apt,"Seattle, WA",WA,6813483,20160104002432,35674639,1.0,1.0,47.67477102702812,-122.38583049183895,2,1.0,1.0,1.0,2,2,1125,28,28,28,275,10,98.0,9.0,10.0,10.0,10.0,10.0,9.0,1,1.75,126.0,945.0,300.0,95.0,25.0
94,Real Bed,2016-01-04,strict,Seattle,United States,US,none,t,100%,t,f,f,within an hour,f,t,WASHINGTON,2016-01-04,Seattle,Ballard,Apartment,f,f,f,Entire home/apt,"Seattle, WA",WA,6590264,20160104002432,24500821,1.0,1.0,47.66987431918954,-122.3877174441698,4,1.0,1.0,2.0,2,1,1125,30,49,56,56,5,96.0,10.0,10.0,10.0,10.0,9.0,10.0,1,0.82,115.0,750.0,500.0,50.0,50.0
95,Real Bed,2016-01-04,flexible,Seattle,United States,US,none,t,100%,t,t,f,within a day,f,t,WASHINGTON,2016-01-04,Seattle,Ballard,Apartment,f,f,f,Entire home/apt,"Seattle, WA",WA,2650482,20160104002432,205007,1.0,1.0,47.6709757635429,-122.38782530429948,4,2.0,2.0,2.0,1,2,10,30,60,90,365,10,98.0,10.0,10.0,10.0,10.0,10.0,9.0,1,0.64,225.0,567.5573663624511,254.48483177054607,75.0,0.0
96,Futon,2016-01-04,moderate,Seattle,United States,US,none,t,100%,t,t,t,within an hour,t,t,WASHINGTON,2016-01-04,Seattle,Ballard,Cabin,f,f,f,Entire home/apt,"Seattle, WA",WA,20927,20160104002432,79450,2.0,2.0,47.673339388294714,-122.39512028203795,2,1.0,1.0,1.0,2,2,14,10,40,70,341,244,97.0,10.0,9.0,10.0,10.0,10.0,10.0,2,3.64,89.0,549.0,254.48483177054607,10.0,0.0
97,Real Bed,2016-01-04,strict,Seattle,United States,US,none,t,100%,t,t,f,within a day,f,f,WASHINGTON,2016-01-04,Seattle,Ballard,House,t,t,f,Entire home/apt,"Seattle, WA",WA,4395578,20160104002432,430709,36.0,36.0,47.67100488663872,-122.38138141804373,8,2.5,3.0,5.0,1,3,1125,21,48,78,331,1,100.0,10.0,10.0,10.0,10.0,8.0,10.0,31,0.11,225.0,567.5573663624511,254.48483177054607,264.0,0.0
99,Real Bed,2016-01-04,strict,Seattle,United States,US,none,t,100%,t,t,t,within a few hours,f,t,WASHINGTON,2016-01-04,Seattle,Ballard,Apartment,f,f,f,Entire home/apt,"Seattle, WA",WA,5549211,20160104002432,28770702,4.0,4.0,47.671759971918824,-122.39002012190964,4,1.0,1.0,2.0,1,3,45,5,28,52,295,40,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1,4.05,134.0,910.0,200.0,100.0,0.0
101,Real Bed,2016-01-04,moderate,Seattle,United States,US,none,t,100%,t,t,f,within a few hours,t,t,WASHINGTON,2016-01-04,Seattle,Ballard,House,f,f,f,Private room,"Seattle, WA",WA,6856295,20160104002432,34872403,1.0,1.0,47.67300400680333,-122.38500476109115,2,1.0,1.0,1.0,2,1,1125,29,59,89,364,46,97.0,10.0,10.0,10.0,10.0,10.0,10.0,1,6.87,65.0,555.0,254.48483177054607,61.71090387374462,15.0
102,Real Bed,2016-01-04,moderate,Seattle,United States,US,none,t,100%,t,t,f,within an hour,f,t,WASHINGTON,2016-01-04,Seattle,Ballard,House,f,f,f,Entire home/apt,"Seattle, WA",WA,6881188,20160104002432,33225983,2.0,2.0,47.670394534161645,-122.39389700139685,6,2.5,3.0,4.0,1,1,1125,28,58,88,363,23,96.0,10.0,10.0,10.0,10.0,10.0,9.0,1,3.75,375.0,567.5573663624511,300.0,100.0,0.0
103,Real Bed,2016-01-04,strict,Seattle,United States,US,none,t,100%,t,t,t,within an hour,t,t,WASHINGTON,2016-01-04,Seattle,Ballard,House,f,f,f,Entire home/apt,"Seattle, WA",WA,1579615,20160104002432,8403307,2.0,2.0,47.67582151758453,-122.38971013062893,3,1.0,1.0,2.0,2,2,1125,21,47,77,340,44,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1,1.55,97.0,590.0,100.0,45.0,10.0
104,Real Bed,2016-01-04,moderate,Seattle,United States,US,none,t,100%,t,t,t,within a few hours,f,t,WASHINGTON,2016-01-04,Seattle,Ballard,Condominium,f,f,f,Entire home/apt,"Seattle, WA",WA,3766866,20160104002432,19296907,1.0,1.0,47.672284462169024,-122.38231353831995,2,1.0,1.0,1.0,2,2,35,29,59,88,88,14,97.0,10.0,10.0,10.0,10.0,10.0,9.0,1,0.82,145.0,900.0,150.0,45.0,25.0
107,Real Bed,2016-01-04,moderate,Seattle,United States,US,none,t,100%,t,t,t,within a few hours,f,t,WASHINGTON,2016-01-04,Seattle,Ballard,Apartment,f,f,f,Entire home/apt,"Seattle, WA",WA,5470629,20160104002432,28375755,1.0,1.0,47.672602124987385,-122.38844149131731,2,1.0,1.0,1.0,2,2,28,0,0,0,234,25,99.0,10.0,10.0,10.0,10.0,10.0,10.0,1,3.39,120.0,567.5573663624511,350.0,60.0,20.0
108,Real Bed,2016-01-04,flexible,Seattle,United States,US,none,t,100%,t,t,t,within an hour,t,t,WASHINGTON,2016-01-04,Seattle,Ballard,Apartment,f,f,f,Entire home/apt,"Seattle, WA",WA,2950213,20160104002432,15060417,1.0,1.0,47.666766783670425,-122.3812426518729,4,1.0,1.0,1.0,4,2,90,29,59,88,88,35,95.0,10.0,9.0,10.0,10.0,10.0,9.0,1,1.84,200.0,567.5573663624511,150.0,61.71090387374462,100.0
109,Real Bed,2016-01-04,moderate,Seattle,United States,US,none,t,100%,t,t,f,within an hour,t,t,WASHINGTON,2016-01-04,Seattle,Ballard,Apartment,f,f,f,Entire home/apt,"Seattle, WA",WA,9015088,20160104002432,29133654,2.0,2.0,47.67550084177057,-122.38890631386722,5,2.0,2.0,2.0,4,1,1125,19,19,19,266,5,100.0,10.0,10.0,10.0,10.0,10.0,10.0,2,3.95,135.0,567.5573663624511,100.0,50.0,15.0
110,Futon,2016-01-04,moderate,Seattle,United States,US,none,t,100%,t,t,t,within a few hours,f,t,WASHINGTON,2016-01-04,Seattle,Ballard,House,f,f,f,Private room,"Seattle, WA",WA,3979496,20160104002432,4807375,1.0,1.0,47.675757643265115,-122.37879830487678,2,1.0,1.0,1.0,2,1,1125,30,60,90,365,31,95.0,10.0,10.0,10.0,10.0,10.0,10.0,1,1.89,70.0,450.0,250.0,61.71090387374462,0.0
111,Real Bed,2016-01-04,flexible,Seattle,United States,US,none,t,100%,t,t,f,within a day,f,t,WASHINGTON,2016-01-04,Seattle,Ballard,Apartment,f,f,f,Entire home/apt,"Seattle, WA",WA,7501919,20160104002432,36085516,1.0,1.0,47.66780058682701,-122.38830016297266,2,1.0,1.0,2.0,1,2,1125,22,52,82,357,7,97.0,8.0,10.0,10.0,10.0,10.0,9.0,1,1.37,150.0,567.5573663624511,250.0,30.0,0.0
112,Real Bed,2016-01-04,moderate,Seattle,United States,US,none,t,100%,t,t,f,within a day,t,t,WASHINGTON,2016-01-04,Seattle,Ballard,Apartment,f,f,f,Entire home/apt,"Seattle, WA",WA,4732995,20160104002432,19533935,1.0,1.0,47.66937129009435,-122.37628776467493,3,1.0,1.0,1.0,1,2,1125,30,60,89,89,4,95.0,10.0,9.0,10.0,10.0,10.0,10.0,1,0.83,200.0,567.5573663624511,254.48483177054607,50.0,0.0
113,Real Bed,2016-01-04,moderate,Seattle,United States,US,none,t,100%,t,t,f,within an hour,f,t,WASHINGTON,2016-01-04,Seattle,Ballard,Townhouse,f,f,f,Private room,"Seattle, WA",WA,7134759,20160104002432,23228606,3.0,3.0,47.66896087580327,-122.39387694463308,2,1.0,1.0,1.0,1,1,26,15,43,45,47,16,98.0,10.0,10.0,10.0,10.0,10.0,10.0,3,3.87,60.0,567.5573663624511,254.48483177054607,55.0,0.0
115,Real Bed,2016-01-04,moderate,Seattle,United States,US,none,t,100%,t,t,f,within an hour,f,t,WASHINGTON,2016-01-04,Seattle,Ballard,Apartment,f,f,f,Private room,"Seattle, WA",WA,7534398,20160104002432,39472587,1.0,1.0,47.67180998159056,-122.38343718053751,3,1.0,1.0,1.0,2,1,1125,1,4,34,114,8,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,3.38,69.0,350.0,254.48483177054607,61.71090387374462,15.0
116,Real Bed,2016-01-04,flexible,Seattle,United States,US,none,t,100%,t,t,f,within a few hours,f,t,WASHINGTON,2016-01-04,Seattle,Ballard,Apartment,f,f,f,Entire home/apt,"Seattle, WA",WA,9387189,20160104002432,1539790,1.0,1.0,47.66502232989992,-122.38279676983008,3,1.0,0.0,1.0,2,1,1125,27,57,87,112,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,1.0,90.0,567.5573663624511,254.48483177054607,25.0,15.0
117,Real Bed,2016-01-04,flexible,Seattle,United States,US,none,t,100%,t,t,f,within an hour,f,f,WASHINGTON,2016-01-04,Seattle,Ballard,Apartment,f,f,f,Entire home/apt,"Seattle, WA",WA,6337492,20160104002432,32998581,1.0,1.0,47.66898920822731,-122.39514528093302,2,1.0,1.0,1.0,2,1,1125,0,0,0,149,5,92.0,9.0,8.0,9.0,10.0,10.0,10.0,1,0.65,80.0,665.0,254.48483177054607,61.71090387374462,0.0
120,Real Bed,2016-01-04,moderate,Seattle,United States,US,none,t,100%,t,t,f,within an hour,t,t,WASHINGTON,2016-01-04,Seattle,Ballard,House,f,f,f,Entire home/apt,"Seattle, WA",WA,4236723,20160104002432,2231298,4.0,4.0,47.670581422005775,-122.38221116149721,6,1.5,2.0,3.0,4,1,1125,30,57,87,362,113,94.0,9.0,9.0,10.0,10.0,10.0,9.0,2,7.53,195.0,567.5573663624511,254.48483177054607,61.71090387374462,20.0
121,Real Bed,2016-01-04,flexible,Seattle,United States,US,none,t,100%,t,t,f,within a day,f,t,WASHINGTON,2016-01-04,Seattle,Ballard,Apartment,f,f,f,Entire home/apt,"Seattle, WA",WA,7843837,20160104002432,19001873,1.0,1.0,47.67210896416091,-122.38358854815434,4,1.0,1.0,1.0,1,1,7,22,28,28,183,0,94.53926206244087,9.63639240506329,9.556398104265403,9.786708860759493,9.809598989580044,9.608915586468543,9.452245414294751,1,2.078918834221248,149.0,567.5573663624511,254.48483177054607,61.71090387374462,0.0
123,Real Bed,2016-01-04,strict,Seattle,United States,US,none,t,100%,t,t,f,within a few hours,f,t,WASHINGTON,2016-01-04,Seattle,Ballard,House,f,f,f,Entire home/apt,"Seattle, WA",WA,6423204,20160104002432,33367198,1.0,1.0,47.6715597705886,-122.38270398820173,3,1.0,2.0,2.0,2,3,1125,10,25,54,54,44,91.0,9.0,9.0,10.0,10.0,9.0,9.0,1,5.87,115.0,567.5573663624511,200.0,40.0,10.0
124,Real Bed,2016-01-04,flexible,Seattle,United States,US,none,t,100%,t,t,f,within a day,f,t,WASHINGTON,2016-01-04,Seattle,Ballard,House,f,f,f,Private room,"Seattle, WA",WA,8338849,20160104002432,43954674,3.0,3.0,47.67283504028537,-122.38747162849462,2,1.0,1.0,1.0,1,1,1125,0,2,2,249,7,94.0,10.0,10.0,10.0,10.0,10.0,10.0,2,1.91,55.0,567.5573663624511,254.48483177054607,61.71090387374462,0.0
125,Real Bed,2016-01-04,strict,Seattle,United States,US,none,t,100%,t,t,t,within a few hours,f,t,WASHINGTON,2016-01-04,Seattle,Ballard,House,f,f,f,Entire home/apt,"Seattle, WA",WA,6401209,20160104002432,28770702,4.0,4.0,47.673971287826824,-122.38938054168423,8,2.5,4.0,5.0,6,3,1125,16,46,72,154,13,97.0,10.0,10.0,10.0,10.0,10.0,10.0,1,2.05,338.0,567.5573663624511,500.0,200.0,0.0
126,Futon,2016-01-04,moderate,Seattle,United States,US,none,t,100%,t,t,t,within an hour,t,t,WASHINGTON,2016-01-04,Seattle,Ballard,House,f,f,f,Entire home/apt,"Seattle, WA",WA,20928,20160104002432,79450,2.0,2.0,47.67360709682782,-122.39380285936103,2,1.0,1.0,1.0,1,2,14,15,41,59,334,44,97.0,10.0,10.0,10.0,10.0,10.0,10.0,2,6.23,79.0,499.0,254.48483177054607,10.0,0.0
127,Real Bed,2016-01-04,moderate,Seattle,United States,US,none,t,100%,t,t,t,within an hour,f,t,WASHINGTON,2016-01-04,Seattle,Ballard,House,f,f,f,Private room,"Seattle, WA",WA,3344977,20160104002432,16884006,1.0,1.0,47.669398692211644,-122.38925404053214,2,1.0,1.0,1.0,1,1,31,20,47,77,166,56,96.0,10.0,10.0,10.0,10.0,10.0,10.0,1,3.11,80.0,500.0,100.0,15.0,0.0
